Dex,MoveName,Method
221,"Take Down","Level 28"
221,"Fury Attack","Level 33"
221,"Mist","Level 42"
221,"Blizzard","Level 56"
221,"Amnesia","Level 70"
204,"Tackle","Level 1"
204,"Protect","Level 1"
204,"Selfdestruct","Level 8"
204,"Take Down","Level 15"
204,"Rapid Spin","Level 22"
204,"Bide","Level 29"
204,"Explosion","Level 36"
204,"Spikes","Level 43"
204,"Double-Edge","Level 50"
127,"ViceGrip","Level 1"
127,"Focus Energy","Level 1"
127,"Bind","Level 7"
127,"Seismic Toss","Level 13"
127,"Harden","Level 19"
127,"Revenge","Level 25"
127,"Brick Break","Level 31"
127,"Guillotine","Level 37"
127,"Submission","Level 43"
127,"Swords Dance","Level 49"
311,"Growl","Level 1"
311,"Thunder Wave","Level 4"
311,"Quick Attack","Level 10"
311,"Helping Hand","Level 13"
311,"Spark","Level 19"
311,"Encore","Level 22"
311,"Fake Tears","Level 28"
311,"Charge","Level 31"
311,"Thunder","Level 37"
311,"Baton Pass","Level 40"
311,"Agility","Level 47"
186,"Water Gun","Level 1"
186,"Hypnosis","Level 1"
186,"DoubleSlap","Level 1"
186,"Perish Song","Level 1"
186,"Perish Song","Level 35"
186,"Swagger","Level 51"
60,"Bubble","Level 1"
60,"Hypnosis","Level 7"
60,"Water Gun","Level 13"
60,"DoubleSlap","Level 19"
60,"Rain Dance","Level 25"
60,"Body Slam","Level 31"
60,"Belly Drum","Level 37"
60,"Hydro Pump","Level 43"
61,"Bubble","Level 1"
61,"Hypnosis","Level 1"
61,"Water Gun","Level 1"
61,"Hypnosis","Level 7"
61,"Water Gun","Level 13"
61,"DoubleSlap","Level 19"
61,"Rain Dance","Level 27"
61,"Body Slam","Level 35"
61,"Belly Drum","Level 43"
61,"Hydro Pump","Level 51"
62,"Water Gun","Level 1"
62,"Hypnosis","Level 1"
62,"DoubleSlap","Level 1"
62,"Submission","Level 1"
62,"Submission","Level 35"
62,"Mind Reader","Level 51"
77,"Growl","Level 5"
77,"Tail Whip","Level 9"
77,"Ember","Level 14"
77,"Stomp","Level 19"
77,"Fire Spin","Level 25"
77,"Take Down","Level 31"
77,"Agility","Level 38"
77,"Bounce","Level 45"
77,"Fire Blast","Level 53"
261,"Tackle","Level 1"
261,"Howl","Level 5"
261,"Sand-Attack","Level 9"
261,"Bite","Level 13"
261,"Odor Sleuth","Level 17"
261,"Roar","Level 21"
261,"Swagger","Level 25"
261,"Scary Face","Level 29"
261,"Take Down","Level 33"
261,"Taunt","Level 37"
261,"Crunch","Level 41"
261,"Thief","Level 45"
137,"Tackle","Level 1"
137,"Conversion","Level 1"
137,"Conversion 2","Level 1"
137,"Agility","Level 9"
137,"Psybeam","Level 12"
137,"Recover","Level 20"
137,"Sharpen","Level 24"
137,"Lock-On","Level 32"
137,"Tri Attack","Level 36"
137,"Recycle","Level 44"
137,"Zap Cannon","Level 48"
233,"Tackle","Level 1"
233,"Conversion","Level 1"
233,"Conversion 2","Level 1"
233,"Agility","Level 9"
233,"Psybeam","Level 12"
233,"Recover","Level 20"
233,"Defense Curl","Level 24"
233,"Lock-On","Level 32"
233,"Tri Attack","Level 36"
233,"Recycle","Level 44"
233,"Zap Cannon","Level 48"
57,"Scratch","Level 1"
57,"Leer","Level 1"
57,"Low Kick","Level 1"
57,"Rage","Level 1"
57,"Low Kick","Level 9"
57,"Karate Chop","Level 15"
57,"Fury Swipes","Level 21"
57,"Focus Energy","Level 27"
57,"Rage","Level 28"
57,"Seismic Toss","Level 36"
57,"Cross Chop","Level 45"
57,"Screech","Level 54"
57,"Thrash","Level 63"
54,"Scratch","Level 1"
54,"Water Sport","Level 1"
54,"Tail Whip","Level 5"
54,"Disable","Level 10"
54,"Confusion","Level 16"
54,"Screech","Level 23"
54,"Psych Up","Level 31"
54,"Fury Swipes","Level 40"
54,"Hydro Pump","Level 50"
247,"Bite","Level 1"
247,"Leer","Level 1"
247,"Sandstorm","Level 1"
247,"Screech","Level 1"
247,"Sandstorm","Level 8"
247,"Screech","Level 15"
247,"Rock Slide","Level 22"
247,"Thrash","Level 29"
247,"Scary Face","Level 38"
247,"Crunch","Level 47"
247,"Earthquake","Level 56"
247,"Hyper Beam","Level 65"
195,"Water Gun","Level 1"
195,"Tail Whip","Level 1"
195,"Slam","Level 11"
195,"Mud Shot","Level 16"
195,"Amnesia","Level 23"
195,"Yawn","Level 35"
195,"Earthquake","Level 42"
195,"Rain Dance","Level 49"
195,"Mist","Level 61"
195,"Haze","Level 61"
156,"Tackle","Level 1"
156,"Leer","Level 1"
156,"SmokeScreen","Level 1"
156,"SmokeScreen","Level 6"
156,"Ember","Level 12"
156,"Quick Attack","Level 21"
156,"Flame Wheel","Level 31"
156,"Swift","Level 42"
156,"Flamethrower","Level 54"
211,"Spikes","Level 1"
211,"Tackle","Level 1"
211,"Poison Sting","Level 1"
211,"Harden","Level 10"
211,"Minimize","Level 10"
211,"Water Gun","Level 19"
211,"Pin Missile","Level 28"
211,"Take Down","Level 37"
211,"Hydro Pump","Level 46"
26,"ThunderShock","Level 1"
26,"Tail Whip","Level 1"
26,"Quick Attack","Level 1"
26,"Thunderbolt","Level 1"
243,"Bite","Level 1"
243,"Leer","Level 1"
243,"ThunderShock","Level 11"
243,"Roar","Level 21"
243,"Quick Attack","Level 31"
243,"Spark","Level 41"
243,"Reflect","Level 51"
243,"Crunch","Level 61"
243,"Thunder","Level 71"
243,"Calm Mind","Level 81"
280,"Growl","Level 1"
280,"Confusion","Level 6"
280,"Double Team","Level 11"
280,"Teleport","Level 16"
280,"Calm Mind","Level 21"
280,"Psychic","Level 26"
280,"Imprison","Level 31"
280,"Future Sight","Level 36"
280,"Hypnosis","Level 41"
280,"Dream Eater","Level 46"
78,"Growl","Level 1"
78,"Tail Whip","Level 1"
78,"Ember","Level 1"
78,"Growl","Level 5"
78,"Tail Whip","Level 9"
78,"Ember","Level 14"
78,"Stomp","Level 19"
78,"Fire Spin","Level 25"
78,"Take Down","Level 31"
78,"Agility","Level 38"
78,"Fury Attack","Level 40"
78,"Bounce","Level 50"
78,"Fire Blast","Level 63"
20,"Tackle","Level 1"
20,"Tail Whip","Level 1"
20,"Quick Attack","Level 1"
20,"Quick Attack","Level 7"
20,"Hyper Fang","Level 13"
20,"Scary Face","Level 20"
20,"Pursuit","Level 30"
20,"Super Fang","Level 40"
20,"Endeavor","Level 50"
19,"Tackle","Level 1"
19,"Tail Whip","Level 1"
19,"Quick Attack","Level 7"
19,"Hyper Fang","Level 13"
19,"Focus Energy","Level 20"
19,"Pursuit","Level 27"
19,"Super Fang","Level 34"
19,"Endeavor","Level 41"
384,"Twister","Level 1"
384,"Scary Face","Level 5"
384,"AncientPower","Level 15"
384,"Dragon Claw","Level 20"
384,"Dragon Dance","Level 30"
384,"Crunch","Level 35"
384,"Fly","Level 45"
384,"Rest","Level 50"
384,"ExtremeSpeed","Level 60"
384,"Outrage","Level 65"
384,"Hyper Beam","Level 75"
378,"Explosion","Level 1"
378,"Icy Wind","Level 9"
378,"Curse","Level 17"
378,"Superpower","Level 25"
378,"AncientPower","Level 33"
378,"Amnesia","Level 41"
378,"Zap Cannon","Level 49"
378,"Lock-On","Level 57"
378,"Hyper Beam","Level 65"
377,"Explosion","Level 1"
377,"Rock Throw","Level 9"
377,"Curse","Level 17"
377,"Superpower","Level 25"
377,"AncientPower","Level 33"
377,"Iron Defense","Level 41"
377,"Zap Cannon","Level 49"
377,"Lock-On","Level 57"
377,"Hyper Beam","Level 65"
379,"Explosion","Level 1"
379,"Metal Claw","Level 9"
379,"Curse","Level 17"
379,"Superpower","Level 25"
379,"AncientPower","Level 33"
379,"Amnesia","Level 41"
379,"Iron Defense","Level 41"
379,"Zap Cannon","Level 49"
379,"Lock-On","Level 57"
379,"Hyper Beam","Level 65"
369,"Harden","Level 1"
369,"Tackle","Level 1"
369,"Water Gun","Level 8"
369,"Rock Tomb","Level 15"
369,"Yawn","Level 22"
369,"Take Down","Level 29"
369,"Mud Sport","Level 36"
369,"AncientPower","Level 43"
369,"Rest","Level 50"
369,"Double-Edge","Level 57"
369,"Hydro Pump","Level 64"
223,"Water Gun","Level 1"
223,"Lock-On","Level 11"
223,"Psybeam","Level 22"
223,"Aurora Beam","Level 22"
223,"BubbleBeam","Level 22"
223,"Focus Energy","Level 33"
223,"Ice Beam","Level 44"
223,"Hyper Beam","Level 55"
112,"Horn Attack","Level 1"
112,"Tail Whip","Level 1"
112,"Stomp","Level 1"
112,"Fury Attack","Level 1"
112,"Stomp","Level 10"
112,"Fury Attack","Level 15"
112,"Scary Face","Level 24"
112,"Rock Blast","Level 29"
112,"Horn Drill","Level 38"
112,"Take Down","Level 46"
112,"Earthquake","Level 58"
112,"Megahorn","Level 66"
111,"Horn Attack","Level 1"
111,"Tail Whip","Level 1"
111,"Stomp","Level 10"
111,"Fury Attack","Level 15"
111,"Scary Face","Level 24"
111,"Rock Blast","Level 29"
111,"Horn Drill","Level 38"
111,"Take Down","Level 43"
111,"Earthquake","Level 52"
111,"Megahorn","Level 57"
315,"Absorb","Level 1"
315,"Growth","Level 5"
315,"Poison Sting","Level 9"
315,"Stun Spore","Level 13"
315,"Mega Drain","Level 17"
315,"Leech Seed","Level 21"
315,"Magical Leaf","Level 25"
315,"GrassWhistle","Level 29"
315,"Giga Drain","Level 33"
315,"Sweet Scent","Level 37"
315,"Ingrain","Level 41"
315,"Toxic","Level 45"
315,"Petal Dance","Level 49"
315,"Aromatherapy","Level 53"
315,"Synthesis","Level 57"
302,"Scratch","Level 1"
302,"Leer","Level 1"
302,"Foresight","Level 5"
302,"Night Shade","Level 9"
302,"Astonish","Level 13"
302,"Fury Swipes","Level 17"
302,"Fake Out","Level 21"
302,"Detect","Level 25"
302,"Faint Attack","Level 29"
302,"Knock Off","Level 33"
302,"Confuse Ray","Level 37"
302,"Shadow Ball","Level 41"
302,"Mean Look","Level 45"
373,"Rage","Level 1"
373,"Bite","Level 1"
373,"Leer","Level 1"
373,"Headbutt","Level 1"
373,"Bite","Level 5"
373,"Leer","Level 9"
373,"Headbutt","Level 17"
373,"Focus Energy","Level 21"
373,"Ember","Level 25"
373,"Protect","Level 30"
373,"DragonBreath","Level 38"
373,"Scary Face","Level 47"
373,"Fly","Level 50"
373,"Crunch","Level 61"
373,"Dragon Claw","Level 79"
373,"Double-Edge","Level 93"
27,"Scratch","Level 1"
27,"Defense Curl","Level 6"
27,"Sand-Attack","Level 11"
27,"Poison Sting","Level 17"
27,"Slash","Level 23"
27,"Swift","Level 30"
27,"Fury Swipes","Level 37"
27,"Sand Tomb","Level 45"
27,"Sandstorm","Level 53"
28,"Scratch","Level 1"
28,"Defense Curl","Level 1"
28,"Sand-Attack","Level 1"
28,"Defense Curl","Level 6"
28,"Sand-Attack","Level 11"
28,"Poison Sting","Level 17"
28,"Slash","Level 24"
28,"Swift","Level 33"
28,"Fury Swipes","Level 42"
28,"Sand Tomb","Level 52"
28,"Sandstorm","Level 62"
254,"Pound","Level 1"
254,"Leer","Level 1"
254,"Absorb","Level 1"
254,"Quick Attack","Level 1"
254,"Absorb","Level 6"
254,"Quick Attack","Level 11"
254,"Fury Cutter","Level 16"
254,"Pursuit","Level 17"
254,"Screech","Level 23"
254,"Leaf Blade","Level 29"
254,"Agility","Level 35"
254,"Slam","Level 43"
254,"Detect","Level 51"
254,"False Swipe","Level 59"
212,"Quick Attack","Level 1"
212,"Leer","Level 1"
212,"Focus Energy","Level 6"
212,"Pursuit","Level 11"
212,"False Swipe","Level 16"
212,"Agility","Level 21"
212,"Metal Claw","Level 26"
212,"Slash","Level 31"
212,"Swords Dance","Level 36"
212,"Fury Cutter","Level 46"
123,"Quick Attack","Level 1"
123,"Leer","Level 1"
123,"Focus Energy","Level 6"
123,"Pursuit","Level 11"
123,"False Swipe","Level 16"
123,"Agility","Level 21"
123,"Wing Attack","Level 26"
123,"Slash","Level 31"
123,"Swords Dance","Level 36"
123,"Double Team","Level 41"
123,"Fury Cutter","Level 46"
117,"Bubble","Level 1"
117,"SmokeScreen","Level 1"
117,"Leer","Level 1"
117,"Water Gun","Level 1"
117,"SmokeScreen","Level 8"
117,"Leer","Level 15"
117,"Water Gun","Level 22"
117,"Twister","Level 29"
117,"Agility","Level 40"
117,"Hydro Pump","Level 51"
117,"Dragon Dance","Level 62"
119,"Peck","Level 1"
119,"Tail Whip","Level 1"
119,"Water Sport","Level 1"
119,"Supersonic","Level 1"
119,"Supersonic","Level 10"
119,"Horn Attack","Level 15"
119,"Flail","Level 24"
119,"Fury Attack","Level 29"
119,"Waterfall","Level 41"
119,"Horn Drill","Level 49"
119,"Agility","Level 61"
364,"Powder Snow","Level 1"
364,"Growl","Level 1"
364,"Water Gun","Level 1"
364,"Encore","Level 7"
364,"Ice Ball","Level 13"
364,"Body Slam","Level 19"
364,"Aurora Beam","Level 25"
364,"Hail","Level 31"
364,"Rest","Level 39"
364,"Snore","Level 39"
364,"Blizzard","Level 47"
364,"Sheer Cold","Level 55"
273,"Bide","Level 1"
273,"Harden","Level 3"
273,"Growth","Level 7"
273,"Nature Power","Level 13"
273,"Synthesis","Level 21"
273,"Sunny Day","Level 31"
273,"Explosion","Level 43"
86,"Headbutt","Level 1"
86,"Growl","Level 9"
86,"Icy Wind","Level 17"
86,"Aurora Beam","Level 21"
86,"Rest","Level 29"
86,"Take Down","Level 37"
86,"Ice Beam","Level 41"
86,"Safeguard","Level 49"
161,"Scratch","Level 1"
161,"Defense Curl","Level 4"
161,"Quick Attack","Level 7"
161,"Fury Swipes","Level 12"
161,"Helping Hand","Level 17"
161,"Slam","Level 24"
161,"Follow Me","Level 31"
161,"Rest","Level 40"
161,"Amnesia","Level 49"
336,"Wrap","Level 1"
336,"Lick","Level 7"
336,"Bite","Level 10"
336,"Poison Tail","Level 16"
336,"Screech","Level 19"
336,"Glare","Level 25"
336,"Crunch","Level 28"
336,"Poison Fang","Level 34"
336,"Swagger","Level 37"
336,"Haze","Level 43"
319,"Bite","Level 1"
319,"Leer","Level 1"
319,"Rage","Level 1"
319,"Focus Energy","Level 1"
319,"Rage","Level 7"
319,"Focus Energy","Level 13"
319,"Scary Face","Level 16"
319,"Crunch","Level 22"
319,"Screech","Level 28"
319,"Slash","Level 33"
319,"Taunt","Level 38"
319,"Swagger","Level 43"
319,"Skull Bash","Level 48"
319,"Agility","Level 53"
292,"Scratch","Level 1"
292,"Harden","Level 1"
292,"Leech Life","Level 5"
292,"Sand-Attack","Level 9"
292,"Fury Swipes","Level 14"
292,"Mind Reader","Level 19"
292,"Spite","Level 25"
292,"Confuse Ray","Level 31"
292,"Shadow Ball","Level 38"
292,"Grudge","Level 45"
372,"Rage","Level 1"
372,"Bite","Level 1"
372,"Leer","Level 1"
372,"Headbutt","Level 1"
372,"Bite","Level 5"
372,"Leer","Level 9"
372,"Headbutt","Level 17"
372,"Focus Energy","Level 21"
372,"Ember","Level 25"
372,"Protect","Level 30"
372,"DragonBreath","Level 38"
372,"Scary Face","Level 47"
372,"Crunch","Level 56"
372,"Dragon Claw","Level 69"
372,"Double-Edge","Level 78"
90,"Tackle","Level 1"
90,"Withdraw","Level 1"
90,"Supersonic","Level 9"
90,"Aurora Beam","Level 17"
90,"Protect","Level 25"
90,"Leer","Level 33"
90,"Clamp","Level 41"
90,"Ice Beam","Level 49"
275,"Pound","Level 1"
275,"Harden","Level 1"
275,"Growth","Level 1"
275,"Nature Power","Level 1"
285,"Absorb","Level 1"
285,"Tackle","Level 4"
285,"Stun Spore","Level 7"
285,"Leech Seed","Level 10"
285,"Mega Drain","Level 16"
285,"Headbutt","Level 22"
285,"PoisonPowder","Level 28"
285,"Growth","Level 36"
285,"Giga Drain","Level 45"
285,"Spore","Level 54"
213,"Constrict","Level 1"
213,"Withdraw","Level 1"
213,"Wrap","Level 9"
213,"Encore","Level 14"
213,"Safeguard","Level 23"
213,"Bide","Level 28"
213,"Rest","Level 37"
353,"Knock Off","Level 1"
353,"Screech","Level 8"
353,"Night Shade","Level 13"
353,"Curse","Level 20"
353,"Spite","Level 25"
353,"Will-O-Wisp","Level 32"
353,"Faint Attack","Level 37"
353,"Shadow Ball","Level 44"
353,"Snatch","Level 49"
353,"Grudge","Level 56"
266,"Harden","Level 1"
266,"Harden","Level 7"
227,"Leer","Level 1"
227,"Peck","Level 1"
227,"Sand-Attack","Level 10"
227,"Swift","Level 13"
227,"Agility","Level 16"
227,"Fury Attack","Level 26"
227,"Air Cutter","Level 29"
227,"Steel Wing","Level 32"
227,"Spikes","Level 42"
227,"Metal Sound","Level 45"
188,"Splash","Level 1"
188,"Synthesis","Level 1"
188,"Tail Whip","Level 1"
188,"Tackle","Level 1"
188,"Synthesis","Level 5"
188,"Tail Whip","Level 5"
188,"Tackle","Level 10"
188,"PoisonPowder","Level 13"
188,"Stun Spore","Level 15"
188,"Sleep Powder","Level 17"
188,"Leech Seed","Level 22"
188,"Cotton Spore","Level 29"
188,"Mega Drain","Level 36"
300,"Growl","Level 1"
300,"Tackle","Level 1"
300,"Tail Whip","Level 3"
300,"Attract","Level 7"
300,"Sing","Level 13"
300,"DoubleSlap","Level 15"
300,"Assist","Level 19"
300,"Charm","Level 25"
300,"Faint Attack","Level 27"
300,"Covet","Level 31"
300,"Heal Bell","Level 37"
300,"Double-Edge","Level 39"
289,"Scratch","Level 1"
289,"Yawn","Level 1"
289,"Encore","Level 1"
289,"Slack Off","Level 1"
289,"Encore","Level 7"
289,"Slack Off","Level 13"
289,"Faint Attack","Level 19"
289,"Amnesia","Level 25"
289,"Covet","Level 31"
289,"Swagger","Level 36"
289,"Counter","Level 37"
289,"Flail","Level 43"
287,"Scratch","Level 1"
287,"Yawn","Level 1"
287,"Encore","Level 7"
287,"Slack Off","Level 13"
287,"Faint Attack","Level 19"
287,"Amnesia","Level 25"
287,"Covet","Level 31"
287,"Counter","Level 37"
287,"Flail","Level 43"
80,"Curse","Level 1"
80,"Tackle","Level 1"
80,"Yawn","Level 1"
80,"Growl","Level 1"
80,"Growl","Level 6"
80,"Water Gun","Level 15"
80,"Confusion","Level 20"
80,"Disable","Level 29"
80,"Headbutt","Level 34"
80,"Withdraw","Level 37"
80,"Amnesia","Level 46"
80,"Psychic","Level 54"
199,"Curse","Level 1"
199,"Tackle","Level 1"
199,"Yawn","Level 1"
199,"Growl","Level 6"
199,"Water Gun","Level 15"
199,"Confusion","Level 20"
199,"Disable","Level 29"
199,"Headbutt","Level 34"
199,"Swagger","Level 43"
199,"Psychic","Level 48"
79,"Curse","Level 1"
79,"Tackle","Level 1"
79,"Yawn","Level 1"
79,"Growl","Level 6"
79,"Water Gun","Level 15"
79,"Confusion","Level 20"
79,"Disable","Level 29"
79,"Headbutt","Level 34"
79,"Amnesia","Level 43"
79,"Psychic","Level 48"
218,"Smog","Level 1"
218,"Yawn","Level 1"
218,"Ember","Level 8"
218,"Rock Throw","Level 15"
218,"Harden","Level 22"
218,"Amnesia","Level 29"
218,"Flamethrower","Level 36"
218,"Rock Slide","Level 43"
218,"Body Slam","Level 50"
235,"Sketch","Level 1"
235,"Sketch","Level 11"
235,"Sketch","Level 21"
235,"Sketch","Level 31"
235,"Sketch","Level 41"
235,"Sketch","Level 51"
235,"Sketch","Level 61"
235,"Sketch","Level 71"
235,"Sketch","Level 81"
235,"Sketch","Level 91"
238,"Pound","Level 1"
238,"Lick","Level 1"
238,"Sweet Kiss","Level 9"
238,"Powder Snow","Level 13"
238,"Confusion","Level 21"
238,"Sing","Level 25"
238,"Mean Look","Level 33"
238,"Fake Tears","Level 37"
238,"Psychic","Level 45"
238,"Perish Song","Level 49"
238,"Blizzard","Level 57"
215,"Scratch","Level 1"
215,"Leer","Level 1"
215,"Taunt","Level 1"
215,"Quick Attack","Level 8"
215,"Screech","Level 15"
215,"Faint Attack","Level 22"
215,"Fury Swipes","Level 29"
215,"Agility","Level 36"
215,"Icy Wind","Level 43"
215,"Slash","Level 50"
215,"Beat Up","Level 57"
215,"Metal Claw","Level 64"
143,"Tackle","Level 1"
143,"Amnesia","Level 6"
143,"Defense Curl","Level 10"
143,"Belly Drum","Level 15"
143,"Headbutt","Level 19"
143,"Yawn","Level 24"
143,"Rest","Level 28"
143,"Snore","Level 28"
143,"Body Slam","Level 33"
143,"Block","Level 37"
143,"Covet","Level 42"
143,"Rollout","Level 46"
143,"Hyper Beam","Level 51"
361,"Powder Snow","Level 1"
361,"Leer","Level 1"
361,"Double Team","Level 7"
361,"Bite","Level 10"
361,"Icy Wind","Level 16"
361,"Headbutt","Level 19"
361,"Protect","Level 25"
361,"Crunch","Level 28"
361,"Ice Beam","Level 34"
361,"Hail","Level 37"
361,"Blizzard","Level 43"
209,"Tackle","Level 1"
209,"Scary Face","Level 1"
209,"Tail Whip","Level 4"
209,"Charm","Level 8"
209,"Bite","Level 13"
209,"Lick","Level 19"
209,"Roar","Level 26"
209,"Rage","Level 34"
209,"Take Down","Level 43"
209,"Crunch","Level 53"
338,"Tackle","Level 1"
338,"Harden","Level 1"
338,"Confusion","Level 7"
338,"Rock Throw","Level 13"
338,"Fire Spin","Level 19"
338,"Psywave","Level 25"
338,"Cosmic Power","Level 31"
338,"Rock Slide","Level 37"
338,"SolarBeam","Level 43"
338,"Explosion","Level 49"
21,"Peck","Level 1"
21,"Growl","Level 1"
21,"Leer","Level 7"
21,"Fury Attack","Level 13"
21,"Pursuit","Level 19"
21,"Aerial Ace","Level 25"
21,"Mirror Move","Level 31"
21,"Drill Peck","Level 37"
21,"Agility","Level 43"
363,"Powder Snow","Level 1"
363,"Growl","Level 1"
363,"Water Gun","Level 1"
363,"Encore","Level 7"
363,"Ice Ball","Level 13"
363,"Body Slam","Level 19"
363,"Aurora Beam","Level 25"
363,"Hail","Level 31"
363,"Rest","Level 37"
363,"Snore","Level 37"
363,"Blizzard","Level 43"
363,"Sheer Cold","Level 49"
167,"Poison Sting","Level 1"
167,"String Shot","Level 1"
167,"Scary Face","Level 6"
167,"Constrict","Level 11"
167,"Night Shade","Level 17"
167,"Leech Life","Level 23"
167,"Fury Swipes","Level 30"
167,"Spider Web","Level 37"
167,"Agility","Level 45"
167,"Psychic","Level 53"
327,"Tackle","Level 1"
327,"Uproar","Level 5"
327,"Faint Attack","Level 12"
327,"Psybeam","Level 16"
327,"Hypnosis","Level 23"
327,"Dizzy Punch","Level 27"
327,"Teeter Dance","Level 34"
327,"Psych Up","Level 38"
327,"Double-Edge","Level 45"
327,"Flail","Level 49"
327,"Thrash","Level 56"
325,"Splash","Level 1"
325,"Psywave","Level 7"
325,"Odor Sleuth","Level 10"
325,"Psybeam","Level 16"
325,"Psych Up","Level 19"
325,"Confuse Ray","Level 25"
325,"Magic Coat","Level 28"
325,"Psychic","Level 34"
325,"Rest","Level 37"
325,"Snore","Level 37"
325,"Bounce","Level 43"
7,"Tackle","Level 1"
7,"Tail Whip","Level 4"
7,"Bubble","Level 7"
7,"Withdraw","Level 10"
7,"Water Gun","Level 13"
7,"Bite","Level 18"
7,"Rapid Spin","Level 23"
7,"Protect","Level 28"
7,"Rain Dance","Level 33"
7,"Skull Bash","Level 40"
7,"Hydro Pump","Level 47"
234,"Tackle","Level 1"
234,"Leer","Level 7"
234,"Astonish","Level 13"
234,"Hypnosis","Level 19"
234,"Stomp","Level 25"
234,"Sand-Attack","Level 31"
234,"Take Down","Level 37"
234,"Confuse Ray","Level 43"
234,"Calm Mind","Level 49"
121,"Water Gun","Level 1"
121,"Rapid Spin","Level 1"
121,"Recover","Level 1"
121,"Swift","Level 1"
121,"Confuse Ray","Level 33"
120,"Tackle","Level 1"
120,"Harden","Level 1"
120,"Water Gun","Level 6"
120,"Rapid Spin","Level 10"
120,"Recover","Level 15"
120,"Camouflage","Level 19"
