NDex#,Move
116,"Headbutt"
116,"Hidden Power"
116,"Hydro Pump"
116,"Ice Beam"
116,"Icy Wind"
116,"Leer"
116,"Mimic"
116,"Muddy Water"
116,"Octazooka"
116,"Outrage"
116,"Protect"
116,"Rage"
116,"Rain Dance"
116,"Razor Wind"
116,"Rest"
116,"Return"
116,"Secret Power"
116,"Signal Beam"
116,"Skull Bash"
116,"Sleep Talk"
116,"Smokescreen"
116,"Snore"
116,"Splash"
116,"Substitute"
116,"Surf"
116,"Swagger"
116,"Swift"
116,"Take Down"
116,"Toxic"
116,"Twister"
116,"Waterfall"
116,"Water Gun"
116,"Water Pulse"
116,"Whirlpool"
117,"Agility"
117,"Attract"
117,"Bide"
117,"Blizzard"
117,"Bounce"
117,"Bubble"
117,"Bubble Beam"
117,"Curse"
117,"Disable"
117,"Dive"
117,"Double-Edge"
117,"Double Team"
117,"Dragon Breath"
117,"Dragon Dance"
117,"Endure"
117,"Facade"
117,"Focus Energy"
117,"Frustration"
117,"Hail"
117,"Headbutt"
117,"Hidden Power"
117,"Hydro Pump"
117,"Hyper Beam"
117,"Ice Beam"
117,"Icy Wind"
117,"Leer"
117,"Mimic"
117,"Muddy Water"
117,"Outrage"
117,"Protect"
117,"Rage"
117,"Rain Dance"
117,"Rest"
117,"Return"
117,"Secret Power"
117,"Signal Beam"
117,"Skull Bash"
117,"Sleep Talk"
117,"Smokescreen"
117,"Snore"
117,"Substitute"
117,"Surf"
117,"Swagger"
117,"Swift"
117,"Take Down"
117,"Toxic"
117,"Twister"
117,"Waterfall"
117,"Water Gun"
117,"Water Pulse"
117,"Whirlpool"
118,"Agility"
118,"Attract"
118,"Bide"
118,"Blizzard"
118,"Body Slam"
118,"Bounce"
118,"Bubble Beam"
118,"Curse"
118,"Dive"
118,"Double-Edge"
118,"Double Team"
118,"Endure"
118,"Facade"
118,"Flail"
118,"Frustration"
118,"Fury Attack"
118,"Fury Cutter"
118,"Hail"
118,"Haze"
118,"Headbutt"
118,"Hidden Power"
118,"Horn Attack"
118,"Horn Drill"
118,"Hydro Pump"
118,"Ice Beam"
118,"Icy Wind"
118,"Knock Off"
118,"Megahorn"
118,"Mimic"
118,"Muddy Water"
118,"Mud Shot"
118,"Mud-Slap"
118,"Mud Sport"
118,"Peck"
118,"Protect"
118,"Psybeam"
118,"Quick Attack"
118,"Rage"
118,"Rain Dance"
118,"Rest"
118,"Return"
118,"Secret Power"
118,"Signal Beam"
118,"Skull Bash"
118,"Sleep Talk"
118,"Snore"
118,"Substitute"
118,"Supersonic"
118,"Surf"
118,"Swagger"
118,"Swift"
118,"Swords Dance"
118,"Tail Whip"
118,"Take Down"
118,"Toxic"
118,"Waterfall"
118,"Water Gun"
118,"Water Pulse"
118,"Water Sport"
118,"Whirlpool"
119,"Agility"
119,"Attract"
119,"Bide"
119,"Blizzard"
119,"Body Slam"
119,"Bounce"
119,"Bubble Beam"
119,"Curse"
119,"Dive"
119,"Double-Edge"
119,"Double Team"
119,"Endure"
119,"Facade"
119,"Flail"
119,"Frustration"
119,"Fury Attack"
119,"Fury Cutter"
119,"Hail"
119,"Headbutt"
119,"Hidden Power"
119,"Horn Attack"
119,"Horn Drill"
119,"Hydro Pump"
119,"Hyper Beam"
119,"Ice Beam"
119,"Icy Wind"
119,"Knock Off"
119,"Megahorn"
119,"Mimic"
119,"Muddy Water"
119,"Mud Shot"
119,"Mud-Slap"
119,"Peck"
119,"Protect"
119,"Psybeam"
119,"Quick Attack"
119,"Rage"
119,"Rain Dance"
119,"Rest"
119,"Return"
119,"Secret Power"
119,"Signal Beam"
119,"Skull Bash"
119,"Sleep Talk"
119,"Snore"
119,"Substitute"
119,"Supersonic"
119,"Surf"
119,"Swagger"
119,"Swift"
119,"Swords Dance"
119,"Tail Whip"
119,"Take Down"
119,"Toxic"
119,"Waterfall"
119,"Water Gun"
119,"Water Pulse"
119,"Water Sport"
119,"Whirlpool"
120,"Attract"
120,"Bide"
120,"Blizzard"
120,"Bubble Beam"
120,"Camouflage"
120,"Confuse Ray"
120,"Cosmic Power"
120,"Curse"
120,"Dive"
120,"Double-Edge"
120,"Double Team"
120,"Endure"
120,"Facade"
120,"Flash"
120,"Frustration"
120,"Hail"
120,"Harden"
120,"Headbutt"
120,"Hidden Power"
120,"Hydro Pump"
120,"Ice Beam"
120,"Icy Wind"
120,"Light Screen"
120,"Magic Coat"
120,"Mimic"
120,"Minimize"
120,"Pain Split"
120,"Protect"
120,"Psybeam"
120,"Psychic"
120,"Psych Up"
120,"Psywave"
120,"Rage"
120,"Rain Dance"
120,"Rapid Spin"
120,"Recover"
120,"Reflect"
120,"Rest"
120,"Return"
120,"Rollout"
120,"Secret Power"
120,"Signal Beam"
120,"Skull Bash"
120,"Sleep Talk"
120,"Snore"
120,"Substitute"
120,"Surf"
120,"Swagger"
120,"Swift"
120,"Tackle"
120,"Take Down"
120,"Teleport"
120,"Thunder"
120,"Thunderbolt"
120,"Thunder Wave"
120,"Toxic"
120,"Tri Attack"
120,"Twister"
120,"Waterfall"
120,"Water Gun"
120,"Water Pulse"
120,"Whirlpool"
120,"Zap Cannon"
121,"Agility"
121,"Attract"
121,"Bide"
121,"Blizzard"
121,"Bubble Beam"
121,"Confuse Ray"
121,"Cosmic Power"
121,"Curse"
121,"Dive"
121,"Double-Edge"
121,"Double Team"
121,"Dream Eater"
121,"Endure"
121,"Facade"
121,"Flash"
121,"Frustration"
121,"Hail"
121,"Harden"
121,"Headbutt"
121,"Hidden Power"
121,"Hydro Pump"
121,"Hyper Beam"
121,"Ice Beam"
121,"Icy Wind"
121,"Light Screen"
121,"Magic Coat"
121,"Mimic"
121,"Minimize"
121,"Nightmare"
121,"Pain Split"
121,"Protect"
121,"Psybeam"
121,"Psychic"
121,"Psych Up"
121,"Psywave"
121,"Rage"
121,"Rain Dance"
121,"Rapid Spin"
121,"Recover"
121,"Reflect"
121,"Refresh"
121,"Rest"
121,"Return"
121,"Rollout"
121,"Secret Power"
121,"Signal Beam"
121,"Skill Swap"
121,"Skull Bash"
121,"Sleep Talk"
121,"Snore"
121,"Substitute"
121,"Surf"
121,"Swagger"
121,"Swift"
121,"Tackle"
121,"Take Down"
121,"Teleport"
121,"Thunder"
121,"Thunderbolt"
121,"Thunder Wave"
121,"Toxic"
121,"Tri Attack"
121,"Trick"
121,"Twister"
121,"Waterfall"
121,"Water Gun"
121,"Water Pulse"
121,"Whirlpool"
121,"Zap Cannon"
122,"Aerial Ace"
122,"Attract"
122,"Barrier"
122,"Baton Pass"
122,"Bide"
122,"Body Slam"
122,"Brick Break"
122,"Calm Mind"
122,"Charm"
122,"Confuse Ray"
122,"Confusion"
122,"Counter"
122,"Covet"
122,"Curse"
122,"Double-Edge"
122,"Double Slap"
122,"Double Team"
122,"Dream Eater"
122,"Dynamic Punch"
122,"Encore"
122,"Endure"
122,"Facade"
122,"Fake Out"
122,"Fire Punch"
122,"Flash"
122,"Focus Punch"
122,"Follow Me"
122,"Frustration"
122,"Future Sight"
122,"Headbutt"
122,"Helping Hand"
122,"Hidden Power"
122,"Hyper Beam"
122,"Hypnosis"
122,"Ice Punch"
122,"Icy Wind"
122,"Iron Defense"
122,"Light Screen"
122,"Magical Leaf"
122,"Magic Coat"
122,"Meditate"
122,"Mega Kick"
122,"Mega Punch"
122,"Metronome"
122,"Mimic"
122,"Mud-Slap"
122,"Nightmare"
122,"Pound"
122,"Protect"
122,"Psybeam"
122,"Psychic"
122,"Psych Up"
122,"Psywave"
122,"Rage"
122,"Rain Dance"
122,"Reflect"
122,"Rest"
122,"Return"
122,"Role Play"
122,"Safeguard"
122,"Secret Power"
122,"Seismic Toss"
122,"Shadow Ball"
122,"Shock Wave"
122,"Signal Beam"
122,"Skill Swap"
122,"Skull Bash"
122,"Sleep Talk"
122,"Snatch"
122,"Snore"
122,"Solar Beam"
122,"Submission"
122,"Substitute"
122,"Sunny Day"
122,"Swagger"
122,"Take Down"
122,"Taunt"
122,"Teeter Dance"
122,"Teleport"
122,"Thief"
122,"Thunder"
122,"Thunderbolt"
122,"Thunder Punch"
122,"Thunder Wave"
122,"Tickle"
122,"Torment"
122,"Toxic"
122,"Trick"
122,"Uproar"
122,"Zap Cannon"
123,"Aerial Ace"
123,"Agility"
123,"Attract"
123,"Baton Pass"
123,"Bide"
123,"Brick Break"
123,"Counter"
123,"Curse"
123,"Cut"
123,"Detect"
123,"Double-Edge"
123,"Double Team"
123,"Endure"
123,"Facade"
123,"False Swipe"
123,"Focus Energy"
123,"Frustration"
123,"Fury Cutter"
123,"Headbutt"
123,"Hidden Power"
123,"Hyper Beam"
123,"Knock Off"
123,"Leer"
123,"Light Screen"
123,"Mimic"
123,"Morning Sun"
123,"Protect"
123,"Pursuit"
123,"Quick Attack"
123,"Rage"
123,"Rain Dance"
123,"Razor Wind"
123,"Rest"
123,"Return"
123,"Reversal"
123,"Rock Smash"
123,"Safeguard"
123,"Secret Power"
123,"Silver Wind"
123,"Skull Bash"
123,"Slash"
123,"Sleep Talk"
123,"Snore"
123,"Steel Wing"
123,"Substitute"
123,"Sunny Day"
123,"Swagger"
123,"Swift"
123,"Swords Dance"
123,"Take Down"
123,"Thief"
123,"Toxic"
123,"Wing Attack"
124,"Attract"
124,"Bide"
124,"Blizzard"
124,"Body Slam"
124,"Brick Break"
124,"Bubble Beam"
124,"Calm Mind"
124,"Charm"
124,"Confusion"
124,"Counter"
124,"Covet"
124,"Curse"
124,"Double-Edge"
124,"Double Slap"
124,"Double Team"
124,"Dream Eater"
124,"Dynamic Punch"
124,"Encore"
124,"Endure"
124,"Facade"
124,"Fake Tears"
124,"Flash"
124,"Focus Punch"
124,"Frustration"
124,"Future Sight"
124,"Hail"
124,"Headbutt"
124,"Heal Bell"
124,"Helping Hand"
124,"Hidden Power"
124,"Hyper Beam"
124,"Hyper Voice"
124,"Ice Beam"
124,"Ice Punch"
124,"Icicle Spear"
124,"Icy Wind"
124,"Lick"
124,"Light Screen"
124,"Lovely Kiss"
124,"Magic Coat"
124,"Mean Look"
124,"Mega Kick"
124,"Mega Punch"
124,"Metronome"
124,"Mimic"
124,"Mud-Slap"
124,"Nightmare"
124,"Perish Song"
124,"Pound"
124,"Powder Snow"
124,"Protect"
124,"Psychic"
124,"Psych Up"
124,"Psywave"
124,"Rage"
124,"Rain Dance"
124,"Reflect"
124,"Rest"
124,"Return"
124,"Role Play"
124,"Screech"
124,"Secret Power"
124,"Seismic Toss"
124,"Shadow Ball"
124,"Signal Beam"
124,"Sing"
124,"Skill Swap"
124,"Skull Bash"
124,"Sleep Talk"
124,"Snore"
124,"Submission"
124,"Substitute"
124,"Swagger"
124,"Sweet Kiss"
124,"Sweet Scent"
124,"Take Down"
124,"Taunt"
124,"Teleport"
124,"Thief"
124,"Thrash"
124,"Torment"
124,"Toxic"
124,"Trick"
124,"Uproar"
124,"Water Gun"
124,"Water Pulse"
125,"Attract"
125,"Bide"
125,"Body Slam"
125,"Brick Break"
125,"Charge"
125,"Counter"
125,"Covet"
125,"Cross Chop"
125,"Curse"
125,"Detect"
125,"Double-Edge"
125,"Double Team"
125,"Dynamic Punch"
125,"Endure"
125,"Facade"
125,"Fire Punch"
125,"Flash"
125,"Focus Punch"
125,"Follow Me"
125,"Frustration"
125,"Headbutt"
125,"Helping Hand"
125,"Hidden Power"
125,"Hyper Beam"
125,"Ice Punch"
125,"Iron Tail"
125,"Leer"
125,"Light Screen"
125,"Low Kick"
125,"Mega Kick"
125,"Mega Punch"
125,"Metronome"
125,"Mimic"
125,"Mud-Slap"
125,"Protect"
125,"Psychic"
125,"Psywave"
125,"Quick Attack"
125,"Rage"
125,"Rain Dance"
125,"Reflect"
125,"Rest"
125,"Return"
125,"Rock Smash"
125,"Screech"
125,"Secret Power"
125,"Seismic Toss"
125,"Shock Wave"
125,"Signal Beam"
125,"Skull Bash"
125,"Sleep Talk"
125,"Snore"
125,"Strength"
125,"Submission"
125,"Substitute"
125,"Swagger"
125,"Swift"
125,"Take Down"
125,"Taunt"
125,"Teleport"
125,"Thief"
125,"Thunder"
125,"Thunderbolt"
125,"Thunder Punch"
125,"Thunder Shock"
125,"Thunder Wave"
125,"Toxic"
125,"Uproar"
125,"Zap Cannon"
126,"Attract"
126,"Bide"
126,"Body Slam"
126,"Brick Break"
126,"Confuse Ray"
126,"Counter"
126,"Covet"
126,"Cross Chop"
126,"Curse"
126,"Detect"
126,"Double-Edge"
126,"Double Team"
126,"Dynamic Punch"
126,"Ember"
126,"Endure"
126,"Facade"
126,"Feint Attack"
126,"Fire Blast"
126,"Fire Punch"
126,"Fire Spin"
126,"Flamethrower"
126,"Flame Wheel"
126,"Focus Energy"
126,"Focus Punch"
126,"Follow Me"
126,"Frustration"
126,"Headbutt"
126,"Heat Wave"
126,"Helping Hand"
126,"Hidden Power"
126,"Hyper Beam"
126,"Iron Tail"
126,"Leer"
126,"Low Kick"
126,"Mega Kick"
126,"Mega Punch"
126,"Metronome"
126,"Mimic"
126,"Mud-Slap"
126,"Overheat"
126,"Protect"
126,"Psychic"
126,"Psywave"
126,"Rage"
126,"Rest"
126,"Return"
126,"Rock Smash"
126,"Scary Face"
126,"Screech"
126,"Secret Power"
126,"Seismic Toss"
126,"Skull Bash"
126,"Sleep Talk"
126,"Smog"
126,"Smokescreen"
126,"Snore"
126,"Strength"
126,"Submission"
126,"Substitute"
126,"Sunny Day"
126,"Swagger"
126,"Take Down"
126,"Taunt"
126,"Teleport"
126,"Thief"
126,"Thunder Punch"
126,"Toxic"
126,"Uproar"
126,"Will-O-Wisp"
127,"Attract"
127,"Bide"
127,"Bind"
127,"Body Slam"
127,"Brick Break"
127,"Bulk Up"
127,"Curse"
127,"Cut"
127,"Dig"
127,"Double-Edge"
127,"Double Team"
127,"Earthquake"
127,"Endure"
127,"Facade"
127,"False Swipe"
127,"Feint Attack"
127,"Flail"
127,"Focus Energy"
127,"Focus Punch"
127,"Frustration"
127,"Fury Attack"
127,"Fury Cutter"
127,"Guillotine"
127,"Harden"
127,"Headbutt"
127,"Helping Hand"
127,"Hidden Power"
127,"Hyper Beam"
127,"Iron Defense"
127,"Knock Off"
127,"Mimic"
127,"Outrage"
127,"Protect"
127,"Quick Attack"
127,"Rage"
127,"Rain Dance"
127,"Rest"
127,"Return"
127,"Revenge"
127,"Reversal"
127,"Rock Slide"
127,"Rock Smash"
127,"Rock Tomb"
127,"Secret Power"
127,"Seismic Toss"
127,"Slash"
127,"Sleep Talk"
127,"Snore"
127,"Strength"
127,"String Shot"
127,"Submission"
127,"Substitute"
127,"Sunny Day"
127,"Superpower"
127,"Swagger"
127,"Swords Dance"
127,"Take Down"
127,"Thief"
127,"Thrash"
127,"Toxic"
127,"Vital Throw"
128,"Attract"
128,"Bide"
128,"Blizzard"
128,"Body Slam"
128,"Curse"
128,"Double-Edge"
128,"Double Team"
128,"Earthquake"
128,"Endeavor"
128,"Endure"
128,"Facade"
128,"Fire Blast"
128,"Fissure"
128,"Flamethrower"
128,"Focus Energy"
128,"Frustration"
128,"Headbutt"
128,"Helping Hand"
128,"Hidden Power"
128,"Horn Attack"
128,"Horn Drill"
128,"Hyper Beam"
128,"Ice Beam"
128,"Icy Wind"
128,"Iron Tail"
128,"Leer"
128,"Megahorn"
128,"Mimic"
128,"Outrage"
128,"Protect"
128,"Pursuit"
128,"Rage"
128,"Rain Dance"
128,"Refresh"
128,"Rest"
128,"Return"
128,"Revenge"
128,"Reversal"
128,"Rock Slide"
128,"Rock Smash"
128,"Rock Tomb"
128,"Role Play"
128,"Sandstorm"
128,"Scary Face"
128,"Secret Power"
128,"Shock Wave"
128,"Skull Bash"
128,"Sleep Talk"
128,"Snore"
128,"Solar Beam"
128,"Spite"
128,"Stomp"
128,"Strength"
128,"Substitute"
128,"Sunny Day"
128,"Surf"
128,"Swagger"
128,"Tackle"
128,"Tail Whip"
128,"Take Down"
128,"Thrash"
128,"Thunder"
128,"Thunderbolt"
128,"Toxic"
128,"Uproar"
128,"Water Pulse"
128,"Whirlpool"
128,"Zap Cannon"
129,"Bounce"
129,"Flail"
129,"Hydro Pump"
129,"Splash"
129,"Tackle"
130,"Attract"
130,"Bide"
130,"Bind"
130,"Bite"
130,"Blizzard"
130,"Body Slam"
130,"Bounce"
130,"Bubble Beam"
130,"Crunch"
130,"Curse"
130,"Dive"
130,"Double-Edge"
130,"Double Team"
130,"Dragon Breath"
130,"Dragon Dance"
130,"Dragon Rage"
130,"Earthquake"
130,"Endure"
130,"Facade"
130,"Fire Blast"
130,"Flail"
130,"Flamethrower"
130,"Frustration"
130,"Hail"
130,"Headbutt"
130,"Hidden Power"
130,"Hydro Pump"
130,"Hyper Beam"
130,"Ice Beam"
130,"Icy Wind"
130,"Iron Tail"
130,"Leer"
130,"Mimic"
130,"Muddy Water"
130,"Outrage"
130,"Protect"
130,"Rage"
130,"Rain Dance"
130,"Reflect"
130,"Rest"
130,"Return"
130,"Roar"
130,"Rock Smash"
130,"Sandstorm"
130,"Scary Face"
130,"Secret Power"
130,"Skull Bash"
130,"Sleep Talk"
130,"Snore"
130,"Spite"
130,"Splash"
130,"Strength"
130,"Substitute"
130,"Surf"
130,"Swagger"
130,"Tackle"
130,"Take Down"
130,"Taunt"
130,"Thrash"
130,"Thunder"
130,"Thunderbolt"
130,"Thunder Wave"
130,"Torment"
130,"Toxic"
130,"Twister"
130,"Uproar"
130,"Waterfall"
130,"Water Gun"
130,"Water Pulse"
130,"Whirlpool"
130,"Zap Cannon"
131,"Ancient Power"
131,"Attract"
131,"Bide"
131,"Blizzard"
131,"Block"
131,"Body Slam"
131,"Bubble Beam"
131,"Charm"
131,"Confuse Ray"
131,"Curse"
131,"Dive"
131,"Double-Edge"
131,"Double Team"
131,"Dragon Breath"
131,"Dragon Dance"
131,"Dragon Rage"
131,"Dream Eater"
131,"Endure"
131,"Facade"
131,"Fissure"
131,"Foresight"
131,"Frustration"
131,"Future Sight"
131,"Growl"
131,"Hail"
131,"Headbutt"
131,"Heal Bell"
131,"Helping Hand"
131,"Hidden Power"
131,"Horn Drill"
131,"Hydro Pump"
131,"Hyper Beam"
131,"Hyper Voice"
131,"Ice Beam"
131,"Icy Wind"
131,"Iron Tail"
131,"Megahorn"
131,"Mimic"
131,"Mist"
131,"Nightmare"
131,"Outrage"
131,"Perish Song"
131,"Protect"
131,"Psychic"
131,"Psywave"
131,"Rage"
131,"Rain Dance"
131,"Reflect"
131,"Refresh"
131,"Rest"
131,"Return"
131,"Roar"
131,"Rock Smash"
131,"Safeguard"
131,"Secret Power"
131,"Sheer Cold"
131,"Shock Wave"
131,"Signal Beam"
131,"Sing"
131,"Skull Bash"
131,"Sleep Talk"
131,"Snore"
131,"Solar Beam"
131,"Strength"
131,"Substitute"
131,"Surf"
131,"Swagger"
131,"Take Down"
131,"Thunder"
131,"Thunderbolt"
131,"Tickle"
131,"Toxic"
131,"Waterfall"
131,"Water Gun"
131,"Water Pulse"
131,"Weather Ball"
131,"Whirlpool"
131,"Zap Cannon"
132,"Transform"
133,"Attract"
133,"Baton Pass"
133,"Bide"
133,"Bite"
133,"Body Slam"
133,"Charm"
133,"Covet"
133,"Curse"
133,"Detect"
133,"Dig"
133,"Double-Edge"
133,"Double Kick"
133,"Double Team"
133,"Endure"
133,"Facade"
133,"Fake Tears"
133,"Flail"
133,"Focus Energy"
133,"Frustration"
133,"Growl"
133,"Headbutt"
133,"Heal Bell"
133,"Helping Hand"
133,"Hidden Power"
133,"Hyper Voice"
133,"Iron Tail"
133,"Mimic"
133,"Mud-Slap"
133,"Pay Day"
133,"Protect"
133,"Quick Attack"
133,"Rage"
133,"Rain Dance"
133,"Reflect"
133,"Refresh"
133,"Rest"
133,"Return"
133,"Sand Attack"
133,"Secret Power"
133,"Shadow Ball"
133,"Sing"
133,"Skull Bash"
133,"Sleep Talk"
133,"Snore"
133,"Substitute"
133,"Sunny Day"
133,"Swagger"
133,"Swift"
133,"Tackle"
133,"Tail Whip"
133,"Take Down"
133,"Tickle"
133,"Toxic"
133,"Weather Ball"
133,"Wish"
133,"Yawn"
134,"Acid Armor"
134,"Attract"
134,"Baton Pass"
134,"Bide"
134,"Bite"
134,"Blizzard"
134,"Body Slam"
134,"Bubble Beam"
134,"Charm"
134,"Covet"
134,"Curse"
134,"Detect"
134,"Dig"
134,"Dive"
134,"Double-Edge"
134,"Double Kick"
134,"Double Team"
134,"Endure"
134,"Facade"
134,"Fake Tears"
134,"Focus Energy"
134,"Frustration"
134,"Growl"
134,"Hail"
134,"Haze"
134,"Headbutt"
134,"Heal Bell"
134,"Helping Hand"
134,"Hidden Power"
134,"Hydro Pump"
134,"Hyper Beam"
134,"Hyper Voice"
134,"Ice Beam"
134,"Icy Wind"
134,"Iron Tail"
134,"Mimic"
134,"Mist"
134,"Muddy Water"
134,"Mud-Slap"
134,"Pay Day"
134,"Protect"
134,"Quick Attack"
134,"Rage"
134,"Rain Dance"
134,"Reflect"
134,"Rest"
134,"Return"
134,"Roar"
134,"Rock Smash"
134,"Sand Attack"
134,"Secret Power"
134,"Shadow Ball"
134,"Signal Beam"
134,"Skull Bash"
134,"Sleep Talk"
134,"Snore"
134,"Strength"
134,"Substitute"
134,"Sunny Day"
134,"Surf"
134,"Swagger"
134,"Swift"
134,"Tackle"
134,"Tail Whip"
134,"Take Down"
134,"Toxic"
134,"Waterfall"
134,"Water Gun"
134,"Water Pulse"
134,"Weather Ball"
134,"Whirlpool"
134,"Yawn"
135,"Agility"
135,"Attract"
135,"Baton Pass"
135,"Bide"
135,"Bite"
135,"Body Slam"
135,"Charm"
135,"Covet"
135,"Curse"
135,"Detect"
135,"Dig"
135,"Double-Edge"
135,"Double Kick"
135,"Double Team"
135,"Endure"
135,"Facade"
135,"Fake Tears"
135,"Flash"
135,"Focus Energy"
135,"Frustration"
135,"Growl"
135,"Headbutt"
135,"Heal Bell"
135,"Helping Hand"
135,"Hidden Power"
135,"Hyper Beam"
135,"Hyper Voice"
135,"Iron Tail"
135,"Light Screen"
135,"Mimic"
135,"Mud-Slap"
135,"Pay Day"
135,"Pin Missile"
135,"Protect"
135,"Quick Attack"
135,"Rage"
135,"Rain Dance"
135,"Reflect"
135,"Rest"
135,"Return"
135,"Roar"
135,"Rock Smash"
135,"Sand Attack"
135,"Secret Power"
135,"Shadow Ball"
135,"Shock Wave"
135,"Signal Beam"
135,"Skull Bash"
135,"Sleep Talk"
135,"Snore"
135,"Strength"
135,"Substitute"
135,"Sunny Day"
135,"Swagger"
135,"Swift"
135,"Tackle"
135,"Tail Whip"
135,"Take Down"
135,"Thunder"
135,"Thunderbolt"
135,"Thunder Shock"
135,"Thunder Wave"
135,"Toxic"
135,"Weather Ball"
135,"Yawn"
135,"Zap Cannon"
136,"Attract"
136,"Baton Pass"
136,"Bide"
136,"Bite"
136,"Body Slam"
136,"Charm"
136,"Covet"
136,"Curse"
136,"Detect"
136,"Dig"
136,"Double-Edge"
136,"Double Kick"
136,"Double Team"
136,"Ember"
136,"Endure"
136,"Facade"
136,"Fake Tears"
136,"Fire Blast"
136,"Fire Spin"
136,"Flamethrower"
136,"Focus Energy"
136,"Frustration"
136,"Growl"
136,"Headbutt"
136,"Heal Bell"
136,"Heat Wave"
136,"Helping Hand"
136,"Hidden Power"
136,"Hyper Beam"
136,"Hyper Voice"
136,"Iron Tail"
136,"Leer"
136,"Mimic"
136,"Mud-Slap"
136,"Overheat"
136,"Pay Day"
136,"Protect"
136,"Quick Attack"
136,"Rage"
136,"Rain Dance"
136,"Reflect"
136,"Rest"
136,"Return"
136,"Roar"
136,"Rock Smash"
136,"Sand Attack"
136,"Scary Face"
136,"Secret Power"
136,"Shadow Ball"
136,"Skull Bash"
136,"Sleep Talk"
136,"Smog"
136,"Snore"
136,"Strength"
136,"Substitute"
136,"Sunny Day"
136,"Superpower"
136,"Swagger"
136,"Swift"
136,"Tackle"
136,"Tail Whip"
136,"Take Down"
136,"Toxic"
136,"Weather Ball"
136,"Will-O-Wisp"
136,"Yawn"
136,"Zap Cannon"
137,"Aerial Ace"
137,"Agility"
137,"Barrier"
137,"Bide"
137,"Blizzard"
137,"Conversion"
137,"Conversion"2
137,"Curse"
137,"Defense Curl"
137,"Double-Edge"
137,"Double Team"
137,"Dream Eater"
137,"Endure"
137,"Facade"
137,"Flash"
137,"Frustration"
137,"Headbutt"
137,"Hidden Power"
137,"Hyper Beam"
137,"Ice Beam"
137,"Icy Wind"
137,"Iron Tail"
137,"Lock-On"
137,"Magic Coat"
137,"Mimic"
137,"Nightmare"
137,"Pain Split"
137,"Protect"
137,"Psybeam"
137,"Psychic"
137,"Psych Up"
137,"Psywave"
137,"Rage"
137,"Rain Dance"
137,"Recover"
137,"Reflect"
137,"Rest"
137,"Return"
137,"Secret Power"
137,"Shadow Ball"
137,"Sharpen"
137,"Shock Wave"
137,"Signal Beam"
137,"Skull Bash"
137,"Sleep Talk"
137,"Snore"
137,"Solar Beam"
137,"Substitute"
137,"Sunny Day"
137,"Swagger"
137,"Swift"
137,"Tackle"
137,"Take Down"
137,"Teleport"
137,"Thief"
137,"Thunder"
137,"Thunderbolt"
137,"Thunder Shock"
137,"Thunder Wave"
137,"Toxic"
137,"Tri Attack"
137,"Trick"
137,"Zap Cannon"
138,"Ancient Power"
138,"Attract"
138,"Bide"
138,"Bind"
138,"Bite"
138,"Blizzard"
138,"Body Slam"
138,"Bubble Beam"
138,"Constrict"
138,"Curse"
138,"Dive"
138,"Double-Edge"
138,"Double Team"
138,"Endure"
138,"Facade"
138,"Frustration"
138,"Hail"
138,"Haze"
138,"Headbutt"
138,"Hidden Power"
138,"Horn Attack"
138,"Hydro Pump"
138,"Ice Beam"
138,"Icy Wind"
138,"Iron Defense"
138,"Knock Off"
138,"Leer"
138,"Mimic"
138,"Muddy Water"
138,"Mud Shot"
138,"Protect"
138,"Rage"
138,"Rain Dance"
138,"Reflect"
138,"Rest"
138,"Return"
138,"Rock Blast"
138,"Rock Slide"
138,"Rock Smash"
138,"Rock Throw"
138,"Rock Tomb"
138,"Rollout"
138,"Sand Attack"
138,"Sandstorm"
138,"Secret Power"
138,"Slam"
138,"Sleep Talk"
138,"Snore"
138,"Spike Cannon"
138,"Spikes"
138,"Substitute"
138,"Supersonic"
138,"Surf"
138,"Swagger"
138,"Take Down"
138,"Thief"
138,"Tickle"
138,"Toxic"
138,"Waterfall"
138,"Water Gun"
138,"Water Pulse"
138,"Whirlpool"
138,"Withdraw"
139,"Ancient Power"
139,"Attract"
139,"Bide"
139,"Bind"
139,"Bite"
139,"Blizzard"
139,"Body Slam"
139,"Bubble Beam"
139,"Constrict"
139,"Crunch"
139,"Curse"
139,"Dive"
139,"Double-Edge"
139,"Double Team"
139,"Endure"
139,"Facade"
139,"Frustration"
139,"Hail"
139,"Headbutt"
139,"Hidden Power"
139,"Horn Attack"
139,"Horn Drill"
139,"Hydro Pump"
139,"Hyper Beam"
139,"Ice Beam"
139,"Icy Wind"
139,"Iron Defense"
139,"Knock Off"
139,"Leer"
139,"Mimic"
139,"Muddy Water"
139,"Mud Shot"
139,"Pin Missile"
139,"Protect"
139,"Rage"
139,"Rain Dance"
139,"Reflect"
139,"Rest"
139,"Return"
139,"Rock Blast"
139,"Rock Slide"
139,"Rock Smash"
139,"Rock Throw"
139,"Rock Tomb"
139,"Rollout"
139,"Sand Attack"
139,"Sandstorm"
139,"Secret Power"
139,"Seismic Toss"
139,"Skull Bash"
139,"Sleep Talk"
139,"Snore"
139,"Spike Cannon"
139,"Spikes"
139,"Submission"
139,"Substitute"
139,"Supersonic"
139,"Surf"
139,"Swagger"
139,"Take Down"
139,"Thief"
139,"Tickle"
139,"Toxic"
139,"Waterfall"
139,"Water Gun"
139,"Water Pulse"
139,"Whirlpool"
139,"Withdraw"
